list,title,doi,documentPage
https://dblp.org/rec/conf/ecai/LiaoLLWLTBZCH24,Less is More: Efficient Brain-Inspired Learning for Autonomous Driving Trajectory Prediction.,https://doi.org/10.3233/FAIA241013,https://doi.org/10.3233/FAIA241013
https://dblp.org/rec/conf/ecai/Liau00,"Logical Systems for Reasoning about Multi-agent Belief, Information Acquisition and Trust.",,
https://dblp.org/rec/conf/ecai/Liau98,"A Logic for Reasoning about Action, Preference, and Commitment.",,
https://dblp.org/rec/conf/ecai/LiauL92,Quantitative Modal Logic and Possibilistic Reasoning.,,
https://dblp.org/rec/conf/ecai/Liberatore02,The Complexity of Checking Redundancy of CNF Propositional Formulae.,,
https://dblp.org/rec/conf/ecai/Liberatore02a,Uncontroversial Default Logic.,,
https://dblp.org/rec/conf/ecai/Liberatore98,On Non-Conservative Plan Modification.,,
https://dblp.org/rec/conf/ecai/LiberatoreD00,Verification Programs for Abduction.,,
https://dblp.org/rec/conf/ecai/LiberatoreS98,The Complexity of Model Checking for Propositional Default Logics.,,
https://dblp.org/rec/conf/ecai/LiBGZHZH00024,Extending Context Window of Attention Based Knowledge Tracing Models via Length Extrapolation.,https://doi.org/10.3233/FAIA240651,https://doi.org/10.3233/FAIA240651
https://dblp.org/rec/conf/ecai/LibralessoBCJ20,Tree Search for the Sequential Ordering Problem.,https://doi.org/10.3233/FAIA200126,https://doi.org/10.3233/FAIA200126
https://dblp.org/rec/conf/ecai/LiC0ZHS24,Learning a Mini-Batch Graph Transformer via Two-Stage Interaction Augmentation.,https://doi.org/10.3233/FAIA240842,https://doi.org/10.3233/FAIA240842
https://dblp.org/rec/conf/ecai/LicksPG24,Monte Carlo Tree Search with State Merging for Reinforcement Learning in Regular Decision Processes.,https://doi.org/10.3233/FAIA240637,https://doi.org/10.3233/FAIA240637
https://dblp.org/rec/conf/ecai/LiCWG024,MFF-YOLO: Multi-scale Feature Fusion Network for Small Ship Detection in Night Scenes.,https://doi.org/10.3233/FAIA240523,https://doi.org/10.3233/FAIA240523
https://dblp.org/rec/conf/ecai/LiCXGL24,Cascade Memory for Unsupervised Anomaly Detection.,https://doi.org/10.3233/FAIA240822,https://doi.org/10.3233/FAIA240822
https://dblp.org/rec/conf/ecai/LiDAS24,Large Language Models Understand Layout.,https://doi.org/10.3233/FAIA240700,https://doi.org/10.3233/FAIA240700
https://dblp.org/rec/conf/ecai/Lieber02,"Strong, Fuzzy and Smooth Hierarchical Classification for Case-Based Problem Solving.",,
https://dblp.org/rec/conf/ecai/LieberN96,Using Classification in Case-Based Planning.,,
https://dblp.org/rec/conf/ecai/LieberN98,Correct and Complete Retrieval for Case-Based Problem-Solving.,,
https://dblp.org/rec/conf/ecai/LiG00,On the Limit of Branching Rules for Hard Random Unsatisfiable 3-SAT.,,
https://dblp.org/rec/conf/ecai/LiGFDYZDY24,Exploring Large Language Models Text Style Transfer Capabilities.,https://doi.org/10.3233/FAIA240865,https://doi.org/10.3233/FAIA240865
https://dblp.org/rec/conf/ecai/LiGL20,Randomized Kernel Multi-View Discriminant Analysis.,https://doi.org/10.3233/FAIA200229,https://doi.org/10.3233/FAIA200229
https://dblp.org/rec/conf/ecai/LigozatR04,Problems with Local Consistency for Qualitative Calculi.,,
https://dblp.org/rec/conf/ecai/LiJJ20,Negative-Aware Training: Be Aware of Negative Samples.,https://doi.org/10.3233/FAIA200228,https://doi.org/10.3233/FAIA200228
