list,title,doi,documentPage
https://dblp.org/rec/conf/hhai/SunCNPKBWRRWB23,Virtual Support for Real-World Movement: Using Chatbots to Overcome Barriers to Physical Activity.,https://doi.org/10.3233/FAIA230084,https://doi.org/10.3233/FAIA230084
https://dblp.org/rec/conf/hhai/TacomaMLL24,A Thought-provoking Question Matrix to Guide the Development of Foundation-Model-based Applications.,,https://ceur-ws.org/Vol-3825/short6-2.pdf
https://dblp.org/rec/conf/hhai/TahtaliD24,A Beyond Diagnosis Approach: Fostering Trust in AI's Supportive Role in Healthcare.,,https://ceur-ws.org/Vol-3825/poster2-1.pdf
https://dblp.org/rec/conf/hhai/Taylor23,Reinforcement Learning Requires Human-in-the-Loop Framing and Approaches.,https://doi.org/10.3233/FAIA230098,https://doi.org/10.3233/FAIA230098
https://dblp.org/rec/conf/hhai/TegenDP23,Human Factors in Interactive Online Machine Learning.,https://doi.org/10.3233/FAIA230073,https://doi.org/10.3233/FAIA230073
https://dblp.org/rec/conf/hhai/Tiddi0SH24,Assessing the HI-ness of Virtual Heritage Applications with Knowledge Engineering.,https://doi.org/10.3233/FAIA240193,https://doi.org/10.3233/FAIA240193
https://dblp.org/rec/conf/hhai/TielmanMBF24,Multidisciplinary Perspectives on Human-AI Team Trust (Preface).,,https://ceur-ws.org/Vol-3825/prefaceW5.pdf
https://dblp.org/rec/conf/hhai/TielmanRW23,What Can I Do to Help You?,https://doi.org/10.3233/FAIA230082,https://doi.org/10.3233/FAIA230082
https://dblp.org/rec/conf/hhai/TrianniNPKHBBF23,Hybrid Collective Intelligence for Decision Support in Complex Open-Ended Domains.,https://doi.org/10.3233/FAIA230079,https://doi.org/10.3233/FAIA230079
https://dblp.org/rec/conf/hhai/TuijnLDFGB23,WeHeart: A Personalized Recommendation Device for Physical Activity Encouragement in Cardiac Rehabilitation.,https://doi.org/10.3233/FAIA230122,https://doi.org/10.3233/FAIA230122
https://dblp.org/rec/conf/hhai/UfertG23,How SMEs Ought to Operationalize AI Risk Assessments Under the AI Act (Short Paper).,,https://ceur-ws.org/Vol-3456/short1-1.pdf
https://dblp.org/rec/conf/hhai/Ulfert-BlankGTO23,Piecing Together the Puzzle: Understanding Trust in Human-AI Teams (Short Paper).,,https://ceur-ws.org/Vol-3456/short4-6.pdf
https://dblp.org/rec/conf/hhai/Vahabava23,The Risks Associated with Generative AI Apps in the European Artificial Intelligence Act.,,https://ceur-ws.org/Vol-3456/paper1-1.pdf
https://dblp.org/rec/conf/hhai/VereschakBC22,"What AI Practitioners Say About Human-AI Trust: Its Role, Importance, and Factors That Affect It.",https://doi.org/10.3233/FAIA220207,https://doi.org/10.3233/FAIA220207
https://dblp.org/rec/conf/hhai/VerhagenMNT24,The Influence of Interdependence on Trust Calibration in Human-Machine Teams.,https://doi.org/10.3233/FAIA240203,https://doi.org/10.3233/FAIA240203
https://dblp.org/rec/conf/hhai/VermaA22,Learning to Cooperate with Human Evaluative Feedback and Demonstrations.,https://doi.org/10.3233/FAIA220189,https://doi.org/10.3233/FAIA220189
https://dblp.org/rec/conf/hhai/VisserMWKST23,Mutually Adaptive Trust Calibration in Human-AI Teams (Short Paper).,,https://ceur-ws.org/Vol-3456/short4-8.pdf
https://dblp.org/rec/conf/hhai/VitoYBSFFMHOSIF23,RadioMe: Adaptive Radio to Support People with Mild Dementia in Their Own Home.,https://doi.org/10.3233/FAIA230114,https://doi.org/10.3233/FAIA230114
https://dblp.org/rec/conf/hhai/VossenS024,A Conversational Agent for Structured Diary Construction Enabling Monitoring of Functioning & Well-Being.,https://doi.org/10.3233/FAIA240204,https://doi.org/10.3233/FAIA240204
https://dblp.org/rec/conf/hhai/VossersBBHN24,Human-Aware Planning for Situational Awareness in Indoor Police Interventions.,https://doi.org/10.3233/FAIA240205,https://doi.org/10.3233/FAIA240205
https://dblp.org/rec/conf/hhai/Vzorin24,Integrating Minds and Machines: The Role of Digital Externalization in Evolving Cognitive Architectures.,https://doi.org/10.3233/FAIA240218,https://doi.org/10.3233/FAIA240218
https://dblp.org/rec/conf/hhai/VzorinS24,ChatGPT May Foster Human Gist Memory While Offloading Less Sufficient Information.,https://doi.org/10.3233/FAIA240232,https://doi.org/10.3233/FAIA240232
https://dblp.org/rec/conf/hhai/WeerawardhanaA024,Exploring the Dynamic Nature of Trust Using Interventions in a Human-AI Collaborative Task.,https://doi.org/10.3233/FAIA240206,https://doi.org/10.3233/FAIA240206
https://dblp.org/rec/conf/hhai/WischnewskiK22,Can AI Reduce Motivated Reasoning in News Consumption? Investigating the Role of Attitudes Towards AI and Prior-Opinion in Shaping Trust Perceptions of News.,https://doi.org/10.3233/FAIA220198,https://doi.org/10.3233/FAIA220198
https://dblp.org/rec/conf/hhai/WoerkomGPV22,Landmarks in Case-Based Reasoning: From Theory to Data.,https://doi.org/10.3233/FAIA220200,https://doi.org/10.3233/FAIA220200
https://dblp.org/rec/conf/hhai/Wolff23,Using Non-Monotonic Logics to Create a Dynamic Framework for a Behavior Support Agent.,https://doi.org/10.3233/FAIA230125,https://doi.org/10.3233/FAIA230125
https://dblp.org/rec/conf/hhai/WolffBHR24,Using Default Logic to Create Adaptable User Models for Behavior Support Agents.,https://doi.org/10.3233/FAIA240207,https://doi.org/10.3233/FAIA240207
https://dblp.org/rec/conf/hhai/WollstadtK22,Poster: Quantifying Cooperation Between Artificial Agents Using Information Theory.,https://doi.org/10.3233/FAIA220224,https://doi.org/10.3233/FAIA220224
https://dblp.org/rec/conf/hhai/WollstadtKW23,Quantifying Cooperation Between Rule-Based Hanabi Agents Using Information Theory.,https://doi.org/10.3233/FAIA230117,https://doi.org/10.3233/FAIA230117
https://dblp.org/rec/conf/hhai/Zakreuskaya23,How Physicians and Patients Interact with Electronic Health Data: A Human-Computer Interaction Perspective.,https://doi.org/10.3233/FAIA230128,https://doi.org/10.3233/FAIA230128
https://dblp.org/rec/conf/hhai/Zamprogno24,Hypothesis Updating by Combining Knowledge Graphs and Argumentation.,https://doi.org/10.3233/FAIA240219,https://doi.org/10.3233/FAIA240219
https://dblp.org/rec/conf/hhai/ZapataPWLM23,Analysis of the Classification of Medical Device Software in the AI Act Proposal.,,https://ceur-ws.org/Vol-3456/paper1-2.pdf
https://dblp.org/rec/conf/hhai/ZhangMS23,Towards Explainable Automatic Knowledge Graph Construction with Human-in-the-Loop.,https://doi.org/10.3233/FAIA230091,https://doi.org/10.3233/FAIA230091
https://dblp.org/rec/conf/hhai/ZhuN24,AI + Object Making & Creative Content.,https://doi.org/10.3233/FAIA240233,https://doi.org/10.3233/FAIA240233
https://dblp.org/rec/conf/hhai/ZoelenMTFTCGBBN23,Developing Team Design Patterns for Hybrid Intelligence Systems.,https://doi.org/10.3233/FAIA230071,https://doi.org/10.3233/FAIA230071
https://dblp.org/rec/conf/hhai/ZullichS23,Assessing Fairness in Open-Source Face Mask Detection Algorithms.,,https://ceur-ws.org/Vol-3456/paper2-1.pdf
